Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",3,50,0.003443051921222972,0.046950908501313116,0.4974081053457887,23,38,0.0028303292119767616,9606,Homo sapiens,"IL2RA;JAK2;IL2","","R-HSA-912527;R-HSA-913451;R-HSA-909738;R-HSA-879909;R-HSA-450031;R-HSA-879910;R-HSA-879942;R-HSA-914182;R-HSA-879937;R-HSA-921155;R-HSA-879907;R-HSA-508247;R-HSA-453111;R-HSA-913374;R-HSA-879934;R-HSA-453104;R-HSA-913371;R-HSA-879930;R-HSA-913370;R-HSA-879925;R-HSA-912757;R-HSA-914036;R-HSA-913424"
R-HSA-2022857,"Keratan sulfate degradation",2,22,0.0015149428453381077,0.048911592125922665,0.4974081053457887,1,7,5.213764337851929E-4,9606,Homo sapiens,"GLB1","","R-HSA-1630306"
R-HSA-877300,"Interferon gamma signaling",8,250,0.01721525960611486,0.04923096972675001,0.4974081053457887,14,16,0.0011917175629375838,9606,Homo sapiens,"CIITA;IRF4;JAK2;HLA-DQA1;PTPN2","","R-HSA-997326;R-HSA-873924;R-HSA-873927;R-HSA-1031716;R-HSA-873926;R-HSA-873921;R-HSA-1031713;R-HSA-873922;R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-873918;R-HSA-877269;R-HSA-909552"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",2,23,0.0015838038837625672,0.05291403580271081,0.4974081053457887,2,15,0.0011172352152539848,9606,Homo sapiens,"FASLG","","R-HSA-9614662;R-HSA-9614669"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",4,89,0.0061286324197768905,0.055658183115384174,0.4974081053457887,9,28,0.0020855057351407717,9606,Homo sapiens,"NOTCH4;RUNX1","","R-HSA-9604834;R-HSA-1912364;R-HSA-1912410;R-HSA-1912401;R-HSA-9604703;R-HSA-9604719;R-HSA-9604831;R-HSA-1912368;R-HSA-9604829"
R-HSA-2206308,"MPS IV - Morquio syndrome B",1,4,2.754441536978378E-4,0.06191230805766712,0.4974081053457887,2,2,1.4896469536719798E-4,9606,Homo sapiens,"GLB1","","R-HSA-9036061;R-HSA-2265534"
R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",1,4,2.754441536978378E-4,0.06191230805766712,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"DAG1","","R-HSA-5615604"
R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",1,4,2.754441536978378E-4,0.06191230805766712,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"DAG1","","R-HSA-5615556"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",2,26,0.0017903869990359455,0.06557602209438074,0.4974081053457887,9,9,6.703411291523909E-4,9606,Homo sapiens,"SMAD3;NOTCH4","","R-HSA-9604451;R-HSA-9604550;R-HSA-9013693;R-HSA-9605414;R-HSA-9604471;R-HSA-9013711;R-HSA-9604664;R-HSA-9604553;R-HSA-9604446"
R-HSA-75157,"FasL/ CD95L signaling",1,5,3.4430519212229723E-4,0.07678446780934711,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"FASLG","","R-HSA-83586;R-HSA-83650;R-HSA-71050;R-HSA-141310;R-HSA-75244"
R-HSA-8854691,"Interleukin-20 family signaling",2,29,0.001996970114309324,0.07912851896335305,0.4974081053457887,8,56,0.004171011470281543,9606,Homo sapiens,"STAT4;JAK2","","R-HSA-8986985;R-HSA-8987033;R-HSA-8987179;R-HSA-8987104;R-HSA-8987266;R-HSA-8987141;R-HSA-8987156;R-HSA-8987220"
R-HSA-5669034,"TNFs bind their physiological receptors",2,30,0.0020658311527337833,0.08382460242002288,0.4974081053457887,2,13,9.682705198867869E-4,9606,Homo sapiens,"TNFSF15;FASLG","","R-HSA-5693012;R-HSA-5675948"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",2,30,0.0020658311527337833,0.08382460242002288,0.4974081053457887,1,22,0.0016386116490391778,9606,Homo sapiens,"FASLG","","R-HSA-8870698"
R-HSA-8863678,"Neurodegenerative Diseases",2,30,0.0020658311527337833,0.08382460242002288,0.4974081053457887,1,22,0.0016386116490391778,9606,Homo sapiens,"FASLG","","R-HSA-8870698"
R-HSA-202403,"TCR signaling",5,147,0.010122572648395538,0.0884949413054491,0.4974081053457887,18,52,0.0038730820795471474,9606,Homo sapiens,"PTPRC;PRKCQ;CSK;CD247;HLA-DQA1","","R-HSA-202307;R-HSA-202214;R-HSA-202437;R-HSA-202245;R-HSA-8855375;R-HSA-202248;R-HSA-202216;R-HSA-202344;R-HSA-202222;R-HSA-8852200;R-HSA-202291;R-HSA-8855381;R-HSA-202165;R-HSA-202233;R-HSA-202328;R-HSA-202168;R-HSA-202174;R-HSA-203774"
R-HSA-5083630,"Defective LFNG causes SCDO3",1,6,4.131662305467566E-4,0.09142184904210027,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"NOTCH4","","R-HSA-5096538"
R-HSA-3656532,"TGFBR1 KD Mutants in Cancer",1,6,4.131662305467566E-4,0.09142184904210027,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3656523"
R-HSA-8941333,"RUNX2 regulates genes involved in differentiation of myeloid cells",1,6,4.131662305467566E-4,0.09142184904210027,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8938382"
R-HSA-8939247,"RUNX1 regulates transcription of genes involved in interleukin signaling",1,7,4.8202726897121607E-4,0.1058281422817281,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8938938;R-HSA-8934688;R-HSA-8938913;R-HSA-8934690;R-HSA-8938981"
R-HSA-8939245,"RUNX1 regulates transcription of genes involved in BCR signaling",1,7,4.8202726897121607E-4,0.1058281422817281,0.4974081053457887,4,4,2.9792939073439596E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8938987;R-HSA-8938930;R-HSA-8938965;R-HSA-8938951"
R-HSA-3304356,"SMAD2/3 Phosphorylation Motif Mutants in Cancer",1,7,4.8202726897121607E-4,0.1058281422817281,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3304394"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",1,7,4.8202726897121607E-4,0.1058281422817281,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"SMAD3","","R-HSA-3656523"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",4,113,0.007781297341963917,0.10880077623577677,0.4974081053457887,19,38,0.0028303292119767616,9606,Homo sapiens,"NOTCH4;RUNX1","","R-HSA-1912349;R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912410;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912401;R-HSA-9604703;R-HSA-9604831;R-HSA-1912368;R-HSA-9604829;R-HSA-9604834;R-HSA-1912364;R-HSA-1912353;R-HSA-1912352;R-HSA-9604719;R-HSA-1912355"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3,73,0.005026855804985539,0.11282718016286097,0.4974081053457887,36,36,0.0026813645166095636,9606,Homo sapiens,"IL10;STAT4","","R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8950415;R-HSA-9617941;R-HSA-8950721;R-HSA-8950533;R-HSA-8950213;R-HSA-8950681;R-HSA-8950426;R-HSA-8950684;R-HSA-8950365;R-HSA-8950173;R-HSA-9006431;R-HSA-8950367;R-HSA-8950175;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950292;R-HSA-8950314;R-HSA-8950634;R-HSA-8950637;R-HSA-8950190;R-HSA-8950567;R-HSA-8950328;R-HSA-8950201;R-HSA-8950586;R-HSA-8950718;R-HSA-8950322;R-HSA-8950771;R-HSA-8950260;R-HSA-8950389;R-HSA-8950581"
R-HSA-8935964,"RUNX1 regulates expression of components of tight junctions",1,8,5.508883073956756E-4,0.12000698029035761,0.4974081053457887,6,6,4.4689408610159393E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8935960;R-HSA-8935980;R-HSA-8936000;R-HSA-8935988;R-HSA-8935972;R-HSA-8936007"
R-HSA-3304349,"Loss of Function of SMAD2/3 in Cancer",1,8,5.508883073956756E-4,0.12000698029035761,0.4974081053457887,2,2,1.4896469536719798E-4,9606,Homo sapiens,"SMAD3","","R-HSA-3304394;R-HSA-3315483"
R-HSA-4341670,"Defective NEU1 causes sialidosis",1,8,5.508883073956756E-4,0.12000698029035761,0.4974081053457887,1,1,7.448234768359899E-5,9606,Homo sapiens,"GLB1","","R-HSA-4341669"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",2,38,0.002616719460129459,0.12406712002368359,0.4974081053457887,11,14,0.0010427528675703858,9606,Homo sapiens,"NCF2;RAC2","","R-HSA-9626832;R-HSA-9626880;R-HSA-9626816;R-HSA-9626848;R-HSA-9626817;R-HSA-5668629;R-HSA-5218827;R-HSA-5218841;R-HSA-5668735;R-HSA-5668605;R-HSA-5668731"
R-HSA-8936459,"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",3,78,0.005371160997107836,0.13020784472650815,0.4974081053457887,33,33,0.0024579174735587664,9606,Homo sapiens,"PRKCQ;RUNX1","","R-HSA-8936584;R-HSA-8937097;R-HSA-8937037;R-HSA-8934735;R-HSA-8938176;R-HSA-8938328;R-HSA-8937113;R-HSA-8938201;R-HSA-8937050;R-HSA-8936989;R-HSA-8937118;R-HSA-8936979;R-HSA-8934742;R-HSA-8936599;R-HSA-8938199;R-HSA-8936616;R-HSA-8936621;R-HSA-8938158;R-HSA-8936608;R-HSA-8936481;R-HSA-8938338;R-HSA-8936995;R-HSA-8938022;R-HSA-8938150;R-HSA-8937016;R-HSA-8935740;R-HSA-8937022;R-HSA-8938174;R-HSA-8935730;R-HSA-8938034;R-HSA-8935731;R-HSA-8936628;R-HSA-8935732"
R-HSA-446652,"Interleukin-1 family signaling",5,167,0.011499793416884726,0.13122734741143982,0.4974081053457887,10,80,0.005958587814687919,9606,Homo sapiens,"SMAD3;IL18RAP;PTPN2;IL18R1","","R-HSA-9008684;R-HSA-8848370;R-HSA-9008894;R-HSA-9008577;R-HSA-8848335;R-HSA-9009072;R-HSA-9008928;R-HSA-8848395;R-HSA-9008692;R-HSA-9009910"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,4,4,2.9792939073439596E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8877879;R-HSA-8932076;R-HSA-8877884;R-HSA-8932084"
R-HSA-9027283,"Erythropoietin activates STAT5",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,3,3,2.2344704305079697E-4,9606,Homo sapiens,"JAK2","","R-HSA-9012651;R-HSA-9012650;R-HSA-9012654"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,4,6,4.4689408610159393E-4,9606,Homo sapiens,"LRRK2","","R-HSA-8857583;R-HSA-8857565;R-HSA-9634702;R-HSA-8857577"
R-HSA-8951671,"RUNX3 regulates YAP1-mediated transcription",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,2,3,2.2344704305079697E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8951676;R-HSA-8951695"
R-HSA-3304351,"Signaling by TGF-beta Receptor Complex in Cancer",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,4,7,5.213764337851929E-4,9606,Homo sapiens,"SMAD3","","R-HSA-3311014;R-HSA-3304394;R-HSA-3315483;R-HSA-3656523"
R-HSA-8866423,"VLDL assembly",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,1,5,3.7241173841799495E-4,9606,Homo sapiens,"MTTP","","R-HSA-8866329"
R-HSA-163765,"ChREBP activates metabolic gene expression",1,9,6.19749345820135E-4,0.133961938966483,0.4974081053457887,1,6,4.4689408610159393E-4,9606,Homo sapiens,"ACACA","","R-HSA-163743"
R-HSA-5625740,"RHO GTPases activate PKNs",3,80,0.005508883073956756,0.13741029123256554,0.4974081053457887,10,20,0.0014896469536719798,9606,Homo sapiens,"KLK2;PPP1R12B","","R-HSA-5625797;R-HSA-5625796;R-HSA-419232;R-HSA-5671772;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-202430,"Translocation of ZAP-70 to Immunological synapse",2,42,0.0028921636138272964,0.14561950319930106,0.4974081053457887,4,4,2.9792939073439596E-4,9606,Homo sapiens,"CD247;HLA-DQA1","","R-HSA-8855381;R-HSA-202168;R-HSA-202344;R-HSA-202174"
R-HSA-8949275,"RUNX3 Regulates Immune Response and Cell Migration",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8952442;R-HSA-8949276;R-HSA-8949343;R-HSA-8949301;R-HSA-8949335"
R-HSA-1912399,"Pre-NOTCH Processing in the Endoplasmic Reticulum",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,2,2,1.4896469536719798E-4,9606,Homo sapiens,"NOTCH4","","R-HSA-1912349;R-HSA-1912353"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,7,8,5.958587814687919E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021"
R-HSA-8951430,"RUNX3 regulates WNT signaling",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,3,5,3.7241173841799495E-4,9606,Homo sapiens,"RUNX3","","R-HSA-4411367;R-HSA-8951442;R-HSA-8951428"
R-HSA-3371599,"Defective HLCS causes multiple carboxylase deficiency",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"ACACA","","R-HSA-3323184"
R-HSA-4411364,"Binding of TCF/LEF:CTNNB1 to target gene promoters",1,10,6.886103842445945E-4,0.1476965382314056,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"RUNX3","","R-HSA-4411367"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",2,43,0.002961024652251756,0.15112336599425535,0.4974081053457887,2,20,0.0014896469536719798,9606,Homo sapiens,"CCR4","","R-HSA-5663138;R-HSA-549424"
R-HSA-2024096,"HS-GAG degradation",2,44,0.0030298856906762154,0.1566679559780806,0.4974081053457887,1,14,0.0010427528675703858,9606,Homo sapiens,"GLB1","","R-HSA-2090079"
R-HSA-6783783,"Interleukin-10 signaling",3,86,0.005922049304503512,0.1597885832880307,0.4974081053457887,12,15,0.0011172352152539848,9606,Homo sapiens,"IL10;CCR2","","R-HSA-6785047;R-HSA-8937656;R-HSA-6784791;R-HSA-6784006;R-HSA-6784324;R-HSA-6784323;R-HSA-449811;R-HSA-6784160;R-HSA-6784319;R-HSA-449855;R-HSA-449803;R-HSA-8937654"
R-HSA-8939246,"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",1,11,7.574714226690538E-4,0.16121424290155806,0.4974081053457887,7,7,5.213764337851929E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8939066;R-HSA-8938251;R-HSA-8939054;R-HSA-8938382;R-HSA-8938228;R-HSA-8938389;R-HSA-8938231"
R-HSA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",1,11,7.574714226690538E-4,0.16121424290155806,0.4974081053457887,6,8,5.958587814687919E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8955885;R-HSA-8955822;R-HSA-8938063;R-HSA-8955748;R-HSA-8955893;R-HSA-8938053"
R-HSA-3371378,"Regulation by c-FLIP",1,11,7.574714226690538E-4,0.16121424290155806,0.4974081053457887,2,4,2.9792939073439596E-4,9606,Homo sapiens,"FASLG","","R-HSA-3465459;R-HSA-3465448"
R-HSA-69416,"Dimerization of procaspase-8",1,11,7.574714226690538E-4,0.16121424290155806,0.4974081053457887,1,3,2.2344704305079697E-4,9606,Homo sapiens,"FASLG","","R-HSA-73945"
R-HSA-425986,"Sodium/Proton exchangers",1,11,7.574714226690538E-4,0.16121424290155806,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"SLC9A4","","R-HSA-425994"
R-HSA-9013700,"NOTCH4 Activation and Transmission of Signal to the Nucleus",1,12,8.263324610935132E-4,0.17451846354764522,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"NOTCH4","","R-HSA-9604294;R-HSA-9604247;R-HSA-9604308;R-HSA-9604264;R-HSA-2168987"
R-HSA-112411,"MAPK1 (ERK2) activation",1,12,8.263324610935132E-4,0.17451846354764522,0.4974081053457887,1,3,2.2344704305079697E-4,9606,Homo sapiens,"JAK2","","R-HSA-109858"
R-HSA-3323169,"Defects in biotin (Btn) metabolism",1,12,8.263324610935132E-4,0.17451846354764522,0.4974081053457887,1,6,4.4689408610159393E-4,9606,Homo sapiens,"ACACA","","R-HSA-3323184"
R-HSA-9607240,"FLT3 Signaling",2,48,0.003305329844374053,0.17920154223451523,0.4974081053457887,3,43,0.0032027409503947563,9606,Homo sapiens,"CSK;SH2B3","","R-HSA-9706293;R-HSA-9706298;R-HSA-9706315"
R-HSA-5625886,"Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",2,49,0.0033741908827985127,0.18491135843555218,0.4974081053457887,8,11,8.193058245195889E-4,9606,Homo sapiens,"KLK2","","R-HSA-5625797;R-HSA-5625796;R-HSA-5625870;R-HSA-5625774;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883"
R-HSA-9656223,"Signaling by RAF1 mutants",2,49,0.0033741908827985127,0.18491135843555218,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9656212"
R-HSA-9027277,"Erythropoietin activates Phospholipase C gamma (PLCG)",1,13,8.951934995179727E-4,0.1876125573401014,0.4974081053457887,3,3,2.2344704305079697E-4,9606,Homo sapiens,"JAK2","","R-HSA-9027373;R-HSA-9032478;R-HSA-9027425"
R-HSA-2586552,"Signaling by Leptin",1,13,8.951934995179727E-4,0.1876125573401014,0.4974081053457887,15,19,0.0014151646059883808,9606,Homo sapiens,"JAK2","","R-HSA-2671850;R-HSA-2672302;R-HSA-2671855;R-HSA-2671872;R-HSA-2671873;R-HSA-2671747;R-HSA-2671876;R-HSA-2671868;R-HSA-2671742;R-HSA-2671839;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829;R-HSA-2586553;R-HSA-2671862"
R-HSA-9020956,"Interleukin-27 signaling",1,13,8.951934995179727E-4,0.1876125573401014,0.4974081053457887,8,20,0.0014896469536719798,9606,Homo sapiens,"JAK2","","R-HSA-8950441;R-HSA-8950537;R-HSA-8950210;R-HSA-8950340;R-HSA-8950485;R-HSA-448427;R-HSA-8950518;R-HSA-1067646"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",1,13,8.951934995179727E-4,0.1876125573401014,0.4974081053457887,1,3,2.2344704305079697E-4,9606,Homo sapiens,"NCF2","","R-HSA-1236967"
R-HSA-110056,"MAPK3 (ERK1) activation",1,13,8.951934995179727E-4,0.1876125573401014,0.4974081053457887,1,4,2.9792939073439596E-4,9606,Homo sapiens,"JAK2","","R-HSA-109857"
R-HSA-9664323,"FCGR3A-mediated IL10 synthesis",4,141,0.009709406417848782,0.19034994647505554,0.4974081053457887,10,20,0.0014896469536719798,9606,Homo sapiens,"IL10;CD247;ADCY7","","R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9664261;R-HSA-9664346;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664268;R-HSA-9664332"
R-HSA-1433557,"Signaling by SCF-KIT",2,51,0.0035119129596474317,0.19640631185562196,0.4974081053457887,7,39,0.0029048115596603604,9606,Homo sapiens,"JAK2;SH2B3","","R-HSA-1433456;R-HSA-1562640;R-HSA-1470012;R-HSA-1470010;R-HSA-1433451;R-HSA-1433418;R-HSA-1470009"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",3,96,0.006610659688748106,0.19925780029670348,0.4974081053457887,1,2,1.4896469536719798E-4,9606,Homo sapiens,"RAC2;CD28;ICOS","","R-HSA-2400009"
R-HSA-9706019,"RHOBTB3 ATPase cycle",1,14,9.640545379424321E-4,0.20049982888176854,0.4974081053457887,3,3,2.2344704305079697E-4,9606,Homo sapiens,"RAC2","","R-HSA-9706390;R-HSA-9706399;R-HSA-9706393"
R-HSA-5218900,"CASP8 activity is inhibited",1,14,9.640545379424321E-4,0.20049982888176854,0.4974081053457887,2,3,2.2344704305079697E-4,9606,Homo sapiens,"FASLG","","R-HSA-3465429;R-HSA-5675456"
R-HSA-8963888,"Chylomicron assembly",1,14,9.640545379424321E-4,0.20049982888176854,0.4974081053457887,2,5,3.7241173841799495E-4,9606,Homo sapiens,"MTTP","","R-HSA-174786;R-HSA-174741"
R-HSA-9662834,"CD163 mediating an anti-inflammatory response",1,14,9.640545379424321E-4,0.20049982888176854,0.4974081053457887,1,9,6.703411291523909E-4,9606,Homo sapiens,"IL10","","R-HSA-9662781"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",2,52,0.003580773998071891,0.20218703136798388,0.4974081053457887,3,15,0.0011172352152539848,9606,Homo sapiens,"RAB11FIP2;ADCY7","","R-HSA-163617;R-HSA-432237;R-HSA-164377"
R-HSA-1638074,"Keratan sulfate/keratin metabolism",2,52,0.003580773998071891,0.20218703136798388,0.4974081053457887,1,16,0.0011917175629375838,9606,Homo sapiens,"GLB1","","R-HSA-1630306"
R-HSA-1502540,"Signaling by Activin",1,15,0.0010329155763668916,0.2131835310273107,0.4974081053457887,4,10,7.448234768359899E-4,9606,Homo sapiens,"SMAD3","","R-HSA-1549526;R-HSA-173488;R-HSA-1225919;R-HSA-170847"
R-HSA-6802946,"Signaling by moderate kinase activity BRAF mutants",2,54,0.00371849607492081,0.2138043827677676,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-6802919;R-HSA-6802916;R-HSA-6802914;R-HSA-6803230;R-HSA-6802921"
R-HSA-6802955,"Paradoxical activation of RAF signaling by kinase inactive BRAF",2,54,0.00371849607492081,0.2138043827677676,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-6802918;R-HSA-6803234;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941"
R-HSA-9649948,"Signaling downstream of RAS mutants",2,54,0.00371849607492081,0.2138043827677676,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922"
R-HSA-6802949,"Signaling by RAS mutants",2,54,0.00371849607492081,0.2138043827677676,0.4974081053457887,5,9,6.703411291523909E-4,9606,Homo sapiens,"CSK;JAK2","","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922"
R-HSA-9027276,"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",1,16,0.0011017766147913511,0.2256668656902413,0.4974081053457887,7,7,5.213764337851929E-4,9606,Homo sapiens,"JAK2","","R-HSA-9027273;R-HSA-9027272;R-HSA-9021627;R-HSA-9027275;R-HSA-9027281;R-HSA-9012657;R-HSA-9027280"
R-HSA-1679131,"Trafficking and processing of endosomal TLR",1,16,0.0011017766147913511,0.2256668656902413,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"TLR8","","R-HSA-1678921;R-HSA-1678923;R-HSA-1678927;R-HSA-1678944;R-HSA-1678998"
R-HSA-8941856,"RUNX3 regulates NOTCH signaling",1,16,0.0011017766147913511,0.2256668656902413,0.4974081053457887,5,7,5.213764337851929E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8878212;R-HSA-8878243;R-HSA-8878193;R-HSA-8878237;R-HSA-8878220"
R-HSA-2428933,"SHC-related events triggered by IGF1R",1,16,0.0011017766147913511,0.2256668656902413,0.4974081053457887,3,5,3.7241173841799495E-4,9606,Homo sapiens,"IGF2","","R-HSA-2404193;R-HSA-2404195;R-HSA-5686072"
R-HSA-170660,"Adenylate cyclase activating pathway",1,17,0.0011706376532158104,0.2379529846370937,0.4974081053457887,4,4,2.9792939073439596E-4,9606,Homo sapiens,"ADCY7","","R-HSA-170672;R-HSA-170676;R-HSA-170677;R-HSA-170685"
R-HSA-389359,"CD28 dependent Vav1 pathway",1,17,0.0011706376532158104,0.2379529846370937,0.4974081053457887,5,6,4.4689408610159393E-4,9606,Homo sapiens,"CD28","","R-HSA-389348;R-HSA-389350;R-HSA-388814;R-HSA-389352;R-HSA-389354"
R-HSA-1059683,"Interleukin-6 signaling",1,17,0.0011706376532158104,0.2379529846370937,0.4974081053457887,14,20,0.0014896469536719798,9606,Homo sapiens,"JAK2","","R-HSA-1112690;R-HSA-1112755;R-HSA-1112565;R-HSA-1112727;R-HSA-1112602;R-HSA-1112604;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-1067688;R-HSA-1067659"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",1,17,0.0011706376532158104,0.2379529846370937,0.4974081053457887,9,14,0.0010427528675703858,9606,Homo sapiens,"JAK2","","R-HSA-6783524;R-HSA-6783556;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204;R-HSA-6783530;R-HSA-449976"
R-HSA-9033807,"ABO blood group biosynthesis",1,17,0.0011706376532158104,0.2379529846370937,0.4974081053457887,1,7,5.213764337851929E-4,9606,Homo sapiens,"FUT2","","R-HSA-9036987"
R-HSA-202433,"Generation of second messenger molecules",2,59,0.004062801267043107,0.24308220091621746,0.4974081053457887,3,17,0.0012661999106211828,9606,Homo sapiens,"CD247;HLA-DQA1","","R-HSA-202245;R-HSA-202248;R-HSA-202216"
R-HSA-1170546,"Prolactin receptor signaling",1,18,0.00123949869164027,0.2500449902695836,0.4974081053457887,14,14,0.0010427528675703858,9606,Homo sapiens,"JAK2","","R-HSA-1675473;R-HSA-1369080;R-HSA-1369114;R-HSA-1369115;R-HSA-1370500;R-HSA-976991;R-HSA-1671691;R-HSA-982810;R-HSA-1364044;R-HSA-1302698;R-HSA-1170539;R-HSA-1370505;R-HSA-1671687;R-HSA-1364043"
R-HSA-170670,"Adenylate cyclase inhibitory pathway",1,18,0.00123949869164027,0.2500449902695836,0.4974081053457887,5,5,3.7241173841799495E-4,9606,Homo sapiens,"ADCY7","","R-HSA-170674;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-1433559,"Regulation of KIT signaling",1,18,0.00123949869164027,0.2500449902695836,0.4974081053457887,1,8,5.958587814687919E-4,9606,Homo sapiens,"SH2B3","","R-HSA-1562640"
