Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-6807004,"Negative regulation of MET activity",1,25,0.001721525960611486,0.7291096609328616,0.7291096609328616,1,10,7.448234768359899E-4,9606,Homo sapiens,"PTPN2","","R-HSA-6807027"
R-HSA-5621481,"C-type lectin receptors (CLRs)",9,203,0.013978790800165267,0.7319571236609705,0.7319571236609705,27,68,0.005064799642484731,9606,Homo sapiens,"PSMA6;PSMD14;MUC19;CARD9;CUL1;NFATC1;TAB2;PSMB10;NFKB1","","R-HSA-8858500;R-HSA-2730849;R-HSA-5624473;R-HSA-5607751;R-HSA-5607744;R-HSA-5607747;R-HSA-5607757;R-HSA-5660622;R-HSA-5607756;R-HSA-5607759;R-HSA-2730867;R-HSA-5607753;R-HSA-5607733;R-HSA-5607732;R-HSA-5660660;R-HSA-5607728;R-HSA-5607731;R-HSA-2730894;R-HSA-5607740;R-HSA-5607742;R-HSA-5607737;R-HSA-5660666;R-HSA-5607736;R-HSA-202541;R-HSA-5607725;R-HSA-5607724;R-HSA-5607723"
R-HSA-8950505,"Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",3,73,0.005026855804985539,0.7335049852705691,0.7335049852705691,36,36,0.0026813645166095636,9606,Homo sapiens,"IL10;STAT4","","R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8950415;R-HSA-9617941;R-HSA-8950721;R-HSA-8950533;R-HSA-8950213;R-HSA-8950681;R-HSA-8950426;R-HSA-8950684;R-HSA-8950365;R-HSA-8950173;R-HSA-9006431;R-HSA-8950367;R-HSA-8950175;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950292;R-HSA-8950314;R-HSA-8950634;R-HSA-8950637;R-HSA-8950190;R-HSA-8950567;R-HSA-8950328;R-HSA-8950201;R-HSA-8950586;R-HSA-8950718;R-HSA-8950322;R-HSA-8950771;R-HSA-8950260;R-HSA-8950389;R-HSA-8950581"
R-HSA-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",3,73,0.005026855804985539,0.7335049852705691,0.7335049852705691,1,3,2.2344704305079697E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-174255"
R-HSA-165159,"MTOR signalling",2,50,0.003443051921222972,0.7350410160286933,0.7350410160286933,7,29,0.0021599880828243705,9606,Homo sapiens,"STK11;RPS6KB1","","R-HSA-165777;R-HSA-165718;R-HSA-165766;R-HSA-200421;R-HSA-380942;R-HSA-165758;R-HSA-165726"
R-HSA-71403,"Citric acid cycle (TCA cycle)",2,50,0.003443051921222972,0.7350410160286933,0.7350410160286933,3,17,0.0012661999106211828,9606,Homo sapiens,"ACO2;DLD","","R-HSA-71401;R-HSA-450975;R-HSA-70971"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",21,453,0.031194050406280125,0.7383926579429623,0.7383926579429623,165,448,0.03336809176225235,9606,Homo sapiens,"SMAD3;NOTCH1;PSMD14;KSR1;STAT3;CUL1;SYVN1;FOXO3;RBPJ;PSMB10;RBX1;HDAC7;PSMA6;RAP1A;CDC37;CD28;FGFR1OP;JAK2;MAPK3","","R-HSA-9656211;R-HSA-9656209;R-HSA-1218833;R-HSA-9656215;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212;R-HSA-1226014;R-HSA-1226012;R-HSA-2666278;R-HSA-1220610;R-HSA-1248002;R-HSA-1220611;R-HSA-1220614;R-HSA-1220612;R-HSA-1220613;R-HSA-9665412;R-HSA-1169421;R-HSA-2900748;R-HSA-2900747;R-HSA-5387386;R-HSA-3315483;R-HSA-2730752;R-HSA-4396393;R-HSA-4396392;R-HSA-2900743;R-HSA-2400009;R-HSA-5387389;R-HSA-4396402;R-HSA-2900765;R-HSA-9665697;R-HSA-1226016;R-HSA-4396401;R-HSA-9665696;R-HSA-9665703;R-HSA-9665702;R-HSA-2900756;R-HSA-9665708;R-HSA-2769000;R-HSA-9665232;R-HSA-6803234;R-HSA-2769007;R-HSA-6803233;R-HSA-2768993;R-HSA-9672159;R-HSA-2768999;R-HSA-6803240;R-HSA-9652165;R-HSA-2769008;R-HSA-2769015;R-HSA-9649393;R-HSA-9672176;R-HSA-2737728;R-HSA-8936676;R-HSA-9665278;R-HSA-1247842;R-HSA-1247841;R-HSA-1247844;R-HSA-6803230;R-HSA-6803227;R-HSA-3656523;R-HSA-6802919;R-HSA-9670418;R-HSA-6802918;R-HSA-9670417;R-HSA-9670416;R-HSA-6802916;R-HSA-6802914;R-HSA-2220964;R-HSA-2220967;R-HSA-6802912;R-HSA-2220966;R-HSA-6802927;R-HSA-9670426;R-HSA-6802926;R-HSA-6802925;R-HSA-2220971;R-HSA-6802924;R-HSA-9665304;R-HSA-9665311;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-2220976;R-HSA-6802933;R-HSA-2220979;R-HSA-6802932;R-HSA-2220978;R-HSA-8936731;R-HSA-9665280;R-HSA-3311014;R-HSA-2220981;R-HSA-9665286;R-HSA-9665284;R-HSA-2220982;R-HSA-6802943;R-HSA-2220985;R-HSA-6802942;R-HSA-6802941;R-HSA-1248655;R-HSA-2220988;R-HSA-9670413;R-HSA-9670412;R-HSA-2691211;R-HSA-1839039;R-HSA-9664567;R-HSA-1248694;R-HSA-9652277;R-HSA-2691214;R-HSA-1839031;R-HSA-1227964;R-HSA-5638137;R-HSA-9665315;R-HSA-2220944;R-HSA-2691226;R-HSA-5483238;R-HSA-6802911;R-HSA-6802910;R-HSA-2691219;R-HSA-9652264;R-HSA-2220957;R-HSA-1839065;R-HSA-1225947;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-5637766;R-HSA-5387392;R-HSA-5637764;R-HSA-5637765;R-HSA-1888198;R-HSA-2399992;R-HSA-5637770;R-HSA-9664588;R-HSA-1839100;R-HSA-1839098;R-HSA-5637808;R-HSA-2660815;R-HSA-1839094;R-HSA-1247999;R-HSA-9665405;R-HSA-1839091;R-HSA-5637798;R-HSA-5637796;R-HSA-9665121;R-HSA-1225952;R-HSA-1839080;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1225957;R-HSA-3304394;R-HSA-5637806;R-HSA-2660816;R-HSA-1839078;R-HSA-1225960;R-HSA-1225961;R-HSA-2660819;R-HSA-5637800;R-HSA-9665389;R-HSA-2660822;R-HSA-5637801;R-HSA-9665388"
R-HSA-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",3,74,0.005095716843409998,0.7418032234049117,0.7418032234049117,2,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-174105;R-HSA-188191"
R-HSA-179419,"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",3,74,0.005095716843409998,0.7418032234049117,0.7418032234049117,1,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-174255"
R-HSA-5602498,"MyD88 deficiency (TLR2/4)",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,2,2,1.4896469536719798E-4,9606,Homo sapiens,"TLR4","","R-HSA-5602383;R-HSA-5602606"
R-HSA-5637815,"Signaling by Ligand-Responsive EGFR Variants in Cancer",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,22,23,0.0017130939967227767,9606,Homo sapiens,"CDC37","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1225956;R-HSA-1220612;R-HSA-1247844;R-HSA-1225957;R-HSA-1220613;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-1236382,"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,22,23,0.0017130939967227767,9606,Homo sapiens,"CDC37","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1225956;R-HSA-1220612;R-HSA-1247844;R-HSA-1225957;R-HSA-1220613;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,1,8,5.958587814687919E-4,9606,Homo sapiens,"SEC11C","","R-HSA-422051"
R-HSA-210991,"Basigin interactions",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,1,10,7.448234768359899E-4,9606,Homo sapiens,"SLC7A10","","R-HSA-375131"
R-HSA-9636383,"Prevention of phagosomal-lysosomal fusion",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,1,11,8.193058245195889E-4,9606,Homo sapiens,"CORO1A","","R-HSA-9636396"
R-HSA-69186,"Lagging Strand Synthesis",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,1,11,8.193058245195889E-4,9606,Homo sapiens,"FEN1","","R-HSA-69152"
R-HSA-162594,"Early Phase of HIV Life Cycle",1,26,0.0017903869990359455,0.7429101582375407,0.7429101582375407,1,39,0.0029048115596603604,9606,Homo sapiens,"FEN1","","R-HSA-182876"
R-HSA-9664323,"FCGR3A-mediated IL10 synthesis",6,141,0.009709406417848782,0.7441799439403904,0.7441799439403904,12,20,0.0014896469536719798,9606,Homo sapiens,"IL10;FCGR2A;IGLV3-21;ADCY3;ADCY7","","R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9664261;R-HSA-9664346;R-HSA-111930;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664285;R-HSA-9664268;R-HSA-9664332"
R-HSA-5654743,"Signaling by FGFR4",2,51,0.0035119129596474317,0.7449100710623471,0.7449100710623471,2,41,0.0030537762550275583,9606,Homo sapiens,"MAPK3","","R-HSA-5654566;R-HSA-1295634"
R-HSA-69017,"CDK-mediated phosphorylation and removal of Cdc6",3,75,0.005164577881834458,0.7498947343186877,0.7498947343186877,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-69016"
R-HSA-69306,"DNA Replication",6,142,0.00977826745627324,0.7501229167604723,0.7501229167604723,5,47,0.0035006703411291523,9606,Homo sapiens,"PSMA6;FEN1;PSMD14;CUL1;PSMB10;RBX1","","R-HSA-69152;R-HSA-68946;R-HSA-68948;R-HSA-68825;R-HSA-69016"
R-HSA-5689603,"UCH proteinases",4,98,0.006748381765597025,0.7517428784948488,0.7517428784948488,3,11,8.193058245195889E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10;SMAD7","","R-HSA-5665854;R-HSA-5665871;R-HSA-2179291"
R-HSA-9710421,"Defective pyroptosis",2,52,0.003580773998071891,0.7544622744289393,0.7544622744289393,1,3,2.2344704305079697E-4,9606,Homo sapiens,"DNMT3A;DNMT3B","","R-HSA-9710490"
R-HSA-432040,"Vasopressin regulates renal water homeostasis via Aquaporins",2,52,0.003580773998071891,0.7544622744289393,0.7544622744289393,2,15,0.0011172352152539848,9606,Homo sapiens,"ADCY3;ADCY7","","R-HSA-163617;R-HSA-164377"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",6,143,0.0098471284946977,0.7559652283919338,0.7559652283919338,23,102,0.0075971994637270964,9606,Homo sapiens,"RIT1;RAP1A;STAT3;FOS;MAPK3","","R-HSA-187746;R-HSA-9610163;R-HSA-170979;R-HSA-9031624;R-HSA-9610166;R-HSA-9612980;R-HSA-5674385;R-HSA-198756;R-HSA-198731;R-HSA-198732;R-HSA-169901;R-HSA-187698;R-HSA-169904;R-HSA-187697;R-HSA-199959;R-HSA-203797;R-HSA-170965;R-HSA-9610154;R-HSA-198746;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156;R-HSA-9031575"
R-HSA-5603041,"IRAK4 deficiency (TLR2/4)",1,27,0.001859248037460405,0.7560084699015317,0.7560084699015317,2,2,1.4896469536719798E-4,9606,Homo sapiens,"TLR4","","R-HSA-5602353;R-HSA-5602672"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",1,27,0.001859248037460405,0.7560084699015317,0.7560084699015317,17,21,0.0015641293013555788,9606,Homo sapiens,"SMAD3","","R-HSA-2187395;R-HSA-2187330;R-HSA-870538;R-HSA-2176491;R-HSA-173481;R-HSA-173545;R-HSA-2179274;R-HSA-2179276;R-HSA-2186607;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-209055;R-HSA-2187325;R-HSA-870449;R-HSA-2187388"
R-HSA-9671555,"Signaling by PDGFR in disease",1,27,0.001859248037460405,0.7560084699015317,0.7560084699015317,2,24,0.0017875763444063757,9606,Homo sapiens,"STAT3","","R-HSA-9672176;R-HSA-9672159"
R-HSA-9662360,"Sensory processing of sound by inner hair cells of the cochlea",3,76,0.005233438920258918,0.7577817964718948,0.7577817964718948,2,7,5.213764337851929E-4,9606,Homo sapiens,"CAPZB;RDX;BSN","","R-HSA-9662096;R-HSA-9659380"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",3,76,0.005233438920258918,0.7577817964718948,0.7577817964718948,2,13,9.682705198867869E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-174202;R-HSA-174255"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",4,99,0.006817242804021485,0.7586713150329873,0.7586713150329873,32,53,0.003947564427230746,9606,Homo sapiens,"IFIH1;TNFAIP3;NFKB1;ATG5","","R-HSA-168140;R-HSA-168909;R-HSA-990528;R-HSA-936412;R-HSA-933532;R-HSA-933530;R-HSA-936475;R-HSA-918232;R-HSA-933528;R-HSA-933526;R-HSA-918230;R-HSA-933527;R-HSA-918229;R-HSA-933525;R-HSA-918227;R-HSA-933523;R-HSA-918225;R-HSA-168166;R-HSA-168934;R-HSA-9705137;R-HSA-933538;R-HSA-933539;R-HSA-9705145;R-HSA-933537;R-HSA-913725;R-HSA-990526;R-HSA-937343;R-HSA-936381;R-HSA-936378;R-HSA-937337;R-HSA-9705320;R-HSA-9705323"
R-HSA-76009,"Platelet Aggregation (Plug Formation)",2,53,0.0036496350364963502,0.7637042789608393,0.7637042789608393,23,27,0.0020110233874571725,9606,Homo sapiens,"RAP1A;RASGRP1","","R-HSA-354149;R-HSA-443910;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-354060;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-939265;R-HSA-372693;R-HSA-354165;R-HSA-354097;R-HSA-354066;R-HSA-354173;R-HSA-354077;R-HSA-372697;R-HSA-354073"
R-HSA-3214858,"RMTs methylate histone arginines",2,53,0.0036496350364963502,0.7637042789608393,0.7637042789608393,2,22,0.0016386116490391778,9606,Homo sapiens,"DNMT3A;JAK2","","R-HSA-5212679;R-HSA-3215391"
R-HSA-5654741,"Signaling by FGFR3",2,53,0.0036496350364963502,0.7637042789608393,0.7637042789608393,2,43,0.0032027409503947563,9606,Homo sapiens,"MAPK3","","R-HSA-1295634;R-HSA-5654565"
R-HSA-1489509,"DAG and IP3 signaling",2,53,0.0036496350364963502,0.7637042789608393,0.7637042789608393,1,28,0.0020855057351407717,9606,Homo sapiens,"ADCY3;ADCY7","","R-HSA-111930"
R-HSA-176814,"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",3,77,0.005302299958683377,0.7654668505807755,0.7654668505807755,2,15,0.0011172352152539848,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-174202;R-HSA-174255"
R-HSA-977068,"Termination of O-glycan biosynthesis",1,28,0.0019281090758848643,0.7684402791732792,0.7684402791732792,5,5,3.7241173841799495E-4,9606,Homo sapiens,"MUC19","","R-HSA-977071;R-HSA-977228;R-HSA-981497;R-HSA-981814;R-HSA-981809"
R-HSA-912694,"Regulation of IFNA signaling",1,28,0.0019281090758848643,0.7684402791732792,0.7684402791732792,4,5,3.7241173841799495E-4,9606,Homo sapiens,"TYK2","","R-HSA-997311;R-HSA-997309;R-HSA-912680;R-HSA-997314"
R-HSA-166208,"mTORC1-mediated signalling",1,28,0.0019281090758848643,0.7684402791732792,0.7684402791732792,5,8,5.958587814687919E-4,9606,Homo sapiens,"RPS6KB1","","R-HSA-165777;R-HSA-165718;R-HSA-165766;R-HSA-165758;R-HSA-165726"
R-HSA-200425,"Carnitine metabolism",1,28,0.0019281090758848643,0.7684402791732792,0.7684402791732792,1,9,6.703411291523909E-4,9606,Homo sapiens,"SLC22A5","","R-HSA-165026"
R-HSA-164952,"The role of Nef in HIV-1 replication and disease pathogenesis",1,29,0.001996970114309324,0.7802394582476535,0.7802394582476535,3,20,0.0014896469536719798,9606,Homo sapiens,"CD28","","R-HSA-167633;R-HSA-167637;R-HSA-167630"
R-HSA-418592,"ADP signalling through P2Y purinoceptor 1",1,29,0.001996970114309324,0.7802394582476535,0.7802394582476535,1,7,5.213764337851929E-4,9606,Homo sapiens,"PLA2G4A","","R-HSA-428961"
R-HSA-3000170,"Syndecan interactions",1,29,0.001996970114309324,0.7802394582476535,0.7802394582476535,1,15,0.0011172352152539848,9606,Homo sapiens,"COL5A1","","R-HSA-2731075"
R-HSA-5674400,"Constitutive Signaling by AKT1 E17K in Cancer",1,29,0.001996970114309324,0.7802394582476535,0.7802394582476535,1,18,0.0013406822583047818,9606,Homo sapiens,"FOXO3","","R-HSA-2399992"
R-HSA-3928665,"EPH-ephrin mediated repulsion of cells",2,55,0.0037873571133452692,0.7812849888563517,0.7812849888563517,9,9,6.703411291523909E-4,9606,Homo sapiens,"ELF1;EPHB4","","R-HSA-4093327;R-HSA-3928607;R-HSA-3928654;R-HSA-3928604;R-HSA-3928642;R-HSA-3928657;R-HSA-3928656;R-HSA-3928628;R-HSA-3928660"
R-HSA-109581,"Apoptosis",8,192,0.013221319377496212,0.7835316740250577,0.7835316740250577,5,141,0.010502011023387457,9606,Homo sapiens,"PSMA6;PSMD14;STAT3;PRKCQ;TLR4;PSMB10;MAPK3","","R-HSA-211715;R-HSA-201603;R-HSA-2562564;R-HSA-9627089;R-HSA-6790025"
R-HSA-198725,"Nuclear Events (kinase and transcription factor activation)",3,80,0.005508883073956756,0.7873364925141493,0.7873364925141493,7,48,0.0035751526888127515,9606,Homo sapiens,"FOS;MAPK3","","R-HSA-9031624;R-HSA-199959;R-HSA-203797;R-HSA-198756;R-HSA-198731;R-HSA-198746;R-HSA-9031575"
R-HSA-351202,"Metabolism of polyamines",3,80,0.005508883073956756,0.7873364925141493,0.7873364925141493,1,17,0.0012661999106211828,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-353125"
R-HSA-6807070,"PTEN Regulation",7,171,0.011775237570582565,0.7879771386656373,0.7879771386656373,5,56,0.004171011470281543,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10;MAPK3;HDAC7;OTUD3","","R-HSA-8944104;R-HSA-6807206;R-HSA-6807077;R-HSA-8850992;R-HSA-8944047"
R-HSA-204174,"Regulation of pyruvate dehydrogenase (PDH) complex",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,2,4,2.9792939073439596E-4,9606,Homo sapiens,"DLD","","R-HSA-203946;R-HSA-204169"
R-HSA-9665686,"Signaling by ERBB2 TMD/JMD mutants",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,4,13,9.682705198867869E-4,9606,Homo sapiens,"CDC37","","R-HSA-9665697;R-HSA-9665696;R-HSA-9665703;R-HSA-9665702"
R-HSA-8863678,"Neurodegenerative Diseases",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,6,22,0.0016386116490391778,9606,Homo sapiens,"FOXO3","","R-HSA-8870710;R-HSA-8870628;R-HSA-8870703;R-HSA-8870686;R-HSA-8870558;R-HSA-8870698"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,6,22,0.0016386116490391778,9606,Homo sapiens,"FOXO3","","R-HSA-8870710;R-HSA-8870628;R-HSA-8870703;R-HSA-8870686;R-HSA-8870558;R-HSA-8870698"
R-HSA-5621575,"CD209 (DC-SIGN) signaling",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,3,11,8.193058245195889E-4,9606,Homo sapiens,"NFKB1","","R-HSA-5660660;R-HSA-5660666;R-HSA-5624473"
R-HSA-3295583,"TRP channels",1,30,0.0020658311527337833,0.7914381600678516,0.7914381600678516,1,4,2.9792939073439596E-4,9606,Homo sapiens,"TRPM3","","R-HSA-3295579"
R-HSA-162909,"Host Interactions of HIV factors",6,150,0.010329155763668916,0.7940733464043657,0.7940733464043657,7,54,0.004022046774914345,9606,Homo sapiens,"PSMA6;PSMD14;CD28;CUL1;PSMB10;RBX1","","R-HSA-167633;R-HSA-167637;R-HSA-180603;R-HSA-180555;R-HSA-167630;R-HSA-180540;R-HSA-180573"
R-HSA-69473,"G2/M DNA damage checkpoint",3,81,0.0055777441123812145,0.794240651767993,0.794240651767993,6,12,8.937881722031879E-4,9606,Homo sapiens,"RMI2;GRP;MST1","","R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-75028;R-HSA-176116;R-HSA-6799246"
R-HSA-73893,"DNA Damage Bypass",2,57,0.003925079190194188,0.7977077426436057,0.7977077426436057,5,34,0.0025323998212423656,9606,Homo sapiens,"USP1;RBX1","","R-HSA-5652005;R-HSA-5655466;R-HSA-5655483;R-HSA-5655481;R-HSA-5652009"
R-HSA-5218921,"VEGFR2 mediated cell proliferation",1,31,0.0021346921911582425,0.8020669054799169,0.8020669054799169,4,12,8.937881722031879E-4,9606,Homo sapiens,"PRKCB","","R-HSA-5218813;R-HSA-5218823;R-HSA-5218805;R-HSA-5218821"
R-HSA-1971475,"A tetrasaccharide linker sequence is required for GAG synthesis",1,31,0.0021346921911582425,0.8020669054799169,0.8020669054799169,1,5,3.7241173841799495E-4,9606,Homo sapiens,"B3GALT6","","R-HSA-1889978"
R-HSA-5205647,"Mitophagy",1,31,0.0021346921911582425,0.8020669054799169,0.8020669054799169,2,15,0.0011172352152539848,9606,Homo sapiens,"ATG5","","R-HSA-5205663;R-HSA-8959571"
R-HSA-1266695,"Interleukin-7 signaling",1,31,0.0021346921911582425,0.8020669054799169,0.8020669054799169,3,26,0.0019365410397735737,9606,Homo sapiens,"STAT3","","R-HSA-8983059;R-HSA-8983077;R-HSA-8983078"
R-HSA-1187000,"Fertilization",1,31,0.0021346921911582425,0.8020669054799169,0.8020669054799169,1,9,6.703411291523909E-4,9606,Homo sapiens,"ADAM30","","R-HSA-1297338"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",3,83,0.005715466189230134,0.8074884658911784,0.8074884658911784,1,10,7.448234768359899E-4,9606,Homo sapiens,"PSMA6;PSMD14;PSMB10","","R-HSA-8852354"
R-HSA-1643713,"Signaling by EGFR in Cancer",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,39,42,0.0031282586027111575,9606,Homo sapiens,"CDC37","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-5637766;R-HSA-1220610;R-HSA-1248002;R-HSA-1220611;R-HSA-5637764;R-HSA-5637765;R-HSA-1220614;R-HSA-1220612;R-HSA-1220613;R-HSA-5637770;R-HSA-1248655;R-HSA-1169421;R-HSA-5637808;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-1247842;R-HSA-5637796;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1247844;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-5637800;R-HSA-5637801"
R-HSA-2122948,"Activated NOTCH1 Transmits Signal to the Nucleus",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,19,21,0.0015641293013555788,9606,Homo sapiens,"NOTCH1","","R-HSA-157632;R-HSA-1980122;R-HSA-157926;R-HSA-1980123;R-HSA-1980118;R-HSA-157353;R-HSA-1980112;R-HSA-373706;R-HSA-1980044;R-HSA-1980109;R-HSA-1912398;R-HSA-1980042;R-HSA-1980074;R-HSA-1980138;R-HSA-1980041;R-HSA-1980039;R-HSA-1980130;R-HSA-1980128;R-HSA-1912386"
R-HSA-110373,"Resolution of AP sites via the multiple-nucleotide patch replacement pathway",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,8,19,0.0014151646059883808,9606,Homo sapiens,"FEN1","","R-HSA-5651782;R-HSA-110368;R-HSA-5649873;R-HSA-110363;R-HSA-5651739;R-HSA-5651723;R-HSA-5649883;R-HSA-110364"
R-HSA-2046105,"Linoleic acid (LA) metabolism",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,2,10,7.448234768359899E-4,9606,Homo sapiens,"FADS2","","R-HSA-2046097;R-HSA-2046096"
R-HSA-8874081,"MET activates PTK2 signaling",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,1,5,3.7241173841799495E-4,9606,Homo sapiens,"COL5A1","","R-HSA-8874079"
R-HSA-5689901,"Metalloprotease DUBs",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,1,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMD14","","R-HSA-5691431"
R-HSA-8934593,"Regulation of RUNX1 Expression and Activity",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,2,19,0.0014151646059883808,9606,Homo sapiens,"CCND3","","R-HSA-8938867;R-HSA-8865320"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",1,32,0.0022035532295827023,0.8121546659744081,0.8121546659744081,1,17,0.0012661999106211828,9606,Homo sapiens,"TLR4","","R-HSA-2562564"
R-HSA-69481,"G2/M Checkpoints",6,154,0.010604599917366755,0.8137067835293619,0.8137067835293619,9,24,0.0017875763444063757,9606,Homo sapiens,"PSMA6;RMI2;GRP;PSMD14;MST1;PSMB10","","R-HSA-5683735;R-HSA-69891;R-HSA-6799332;R-HSA-75010;R-HSA-8852354;R-HSA-69604;R-HSA-75028;R-HSA-176116;R-HSA-6799246"
R-HSA-5173105,"O-linked glycosylation",5,132,0.009089657072028646,0.8179908885090935,0.8179908885090935,24,28,0.0020855057351407717,9606,Homo sapiens,"SBSPON;MUC19;DAG1;THSD7A;ADAMTS6","","R-HSA-5615637;R-HSA-5694487;R-HSA-977071;R-HSA-977228;R-HSA-5173005;R-HSA-1964505;R-HSA-5173192;R-HSA-913675;R-HSA-1964501;R-HSA-8931648;R-HSA-8879117;R-HSA-914017;R-HSA-8931653;R-HSA-914018;R-HSA-914012;R-HSA-914008;R-HSA-914010;R-HSA-981497;R-HSA-914005;R-HSA-981814;R-HSA-5617037;R-HSA-914006;R-HSA-6786012;R-HSA-981809"
